Date,Open,High,Low,Close,Volume
2024-05-29,1379.6520112690093,1379.7461367746178,1365.1531206572472,1366.0474853515625,7401634
2024-05-30,1358.3743695494225,1365.011768697552,1338.3678167520543,1343.9224853515625,9663150
2024-05-31,1353.8618612517012,1379.7424895610318,1344.4506597427837,1351.076904296875,37113815
2024-06-03,1382.8636553906256,1382.8636553906256,1348.2920640058599,1350.11669921875,10589244
2024-06-04,1353.09357909204,1358.8555105856897,1304.4532506211224,1338.3526611328125,13736134
2024-06-05,1344.594729280313,1380.9428896837226,1344.594729280313,1373.3563232421875,9233424
2024-06-06,1387.6171483700416,1415.8026912541518,1380.4627967662166,1413.833984375,12660930
2024-06-07,1422.2368434730788,1478.607696455328,1418.6356360706318,1472.749755859375,24075302
2024-06-10,1464.7791939197848,1469.1006429210506,1437.8901779119085,1440.242919921875,6810606
2024-06-11,1440.530920339611,1446.6768867495505,1434.67286293827,1436.4014892578125,4853054
2024-06-12,1447.205207418443,1448.8857708643502,1423.9173996680136,1426.2701416015625,9564320
2024-06-13,1435.6813586014816,1445.2845783914581,1430.2555159747842,1434.6729736328125,7307565
2024-06-14,1444.0360586769375,1444.0360586769375,1427.0864701658527,1429.8233642578125,4237727
2024-06-18,1437.6019330325926,1447.2051523581276,1436.0654413858667,1438.7542724609375,5420939
2024-06-19,1445.2845473689924,1455.5119996711499,1437.3138282236787,1451.382568359375,5493456
2024-06-20,1456.1361637531038,1457.2885031581282,1439.618556511379,1455.2718505859375,7927010
2024-06-21,1483.6975056622882,1495.94161129154,1463.2425999556383,1471.885498046875,17301941
2024-06-24,1464.0588504809766,1468.428244941943,1455.271881344855,1466.5556640625,5564989
2024-06-25,1465.451223093983,1482.6410085926723,1460.0253808999469,1480.768310546875,4551525
2024-06-26,1479.8561366420593,1487.3946405637594,1474.0942048965353,1479.5679931640625,4851004
2024-06-27,1477.4072265440695,1515.7721579895247,1471.2612599725667,1510.9224853515625,14757754
2024-06-28,1510.15438706981,1525.4714758668922,1502.1836676895095,1504.58447265625,8197544
2024-07-01,1497.6220524294586,1536.4190819140294,1497.6220524294586,1527.68017578125,6801771
2024-07-02,1532.86588566981,1568.9740856185726,1523.550809426941,1556.72998046875,10493173
2024-07-03,1560.5232067482063,1571.086748455425,1542.2770892539197,1562.8280029296875,7269965
2024-07-04,1563.5960981382616,1594.13438198508,1563.4040806456085,1585.1553955078125,8008311
2024-07-05,1585.9236853770542,1599.7523453204356,1568.5418810019864,1582.0823974609375,7065022
2024-07-08,1577.904975049744,1599.8963711842514,1574.9280004454815,1595.718994140625,5880533
2024-07-09,1594.0383461640054,1600.6165277373964,1585.4914578037747,1591.3974609375,5191182
2024-07-10,1591.2535253565572,1607.5789990626897,1572.575309683498,1582.8507080078125,9852770
2024-07-11,1590.2932550444577,1598.9361531696993,1576.8968098410567,1587.1241455078125,8857679
2024-07-12,1613.340833576749,1651.5136300854847,1600.520559326722,1643.8310546875,17078316
2024-07-15,1657.707575021914,1659.436201288973,1635.092065184172,1639.3175048828125,6942230
2024-07-16,1650.4092519603355,1668.943512173137,1632.547287437264,1657.563720703125,6886281
2024-07-18,1650.7934479826547,1695.3524103380762,1650.7934479826547,1688.2940673828125,11248896
2024-07-19,1770.8336868455729,1770.8336868455729,1715.5671113876276,1721.8092041015625,29819116
2024-07-22,1728.7236252048558,1750.6669588687384,1721.8092366549201,1738.9990234375,8462126
2024-07-23,1738.1826974355533,1766.9442924167647,1712.494085746934,1764.015380859375,7113056
2024-07-24,1764.5915628208677,1769.249100779416,1747.4017766683005,1761.182373046875,6002845
2024-07-25,1747.7860651938493,1758.253598590097,1740.103489083107,1752.443603515625,5815599
2024-07-26,1752.9235913028444,1808.2861733754446,1752.9235913028444,1804.348876953125,11369047
2024-07-29,1818.4656425678857,1827.4926924499405,1790.040135957272,1796.8583984375,4635931
2024-07-30,1796.8583403917328,1805.3571660297775,1786.1987904104494,1802.6683349609375,2721265
